ACADEMIE;N°Département;DEPARTEMENT;COMMUNE;UAI tête de réseau;NUMERO;NOM DE L'ETABLISSEMENT;TYPE_DETABLISSEMENT;EP;circonscription ;contact collège ou circonscription 
VERSAILLES;91;ESSONNE;MASSY;0910624J;0910624J;BLAISE PASCAL;COLLEGE;REP;;ce.0910624J@ac-versailles.fr
VERSAILLES;91;ESSONNE;MASSY;0910624J;0910492R;RENE DESCARTES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MASSY;ce.0911092T@ac-versailles.fr
VERSAILLES;91;ESSONNE;MASSY;0910624J;0910495U;CAMUS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MASSY;ce.0911092T@ac-versailles.fr
VERSAILLES;91;ESSONNE;MASSY;0910624J;0910525B;ALBERT CAMUS;ECOLE MATERNELLE;REP;IEN MASSY;ce.0911092T@ac-versailles.fr
VERSAILLES;91;ESSONNE;MASSY;0910624J;0910527D;NICOLAS APPERT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MASSY;ce.0911092T@ac-versailles.fr
VERSAILLES;91;ESSONNE;MASSY;0910624J;0910530G;RENE DESCARTES;ECOLE MATERNELLE;REP;IEN MASSY;ce.0911092T@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0910049J;0910049J;ALBERT CAMUS;COLLEGE;REP;;ce.0910049J@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0910049J;0910315Y;LE MOULIN A VENT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0910049J;0910961A;ORANGIS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0910049J;0911778N;MAURICE GUERTON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0910049J;0910552F;LE MOULIN A VENT;ECOLE MATERNELLE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0910049J;0910794U;PABLO PICASSO;ECOLE MATERNELLE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0910049J;0911223K;MAURICE GUERTON;ECOLE MATERNELLE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0911025V;0911025V;JEAN LURCAT;COLLEGE;REP;;ce.0911025V@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0911025V;0910310T;LA FERME DU TEMPLE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0911025V;0910314X;JULES BOULESTEIX;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;COURCOURONNES;0911025V;0911793E;PAUL GAUGUIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;COURCOURONNES;0911025V;0911950A;VINCENT VAN GOGH;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0911025V;0910554H;LA FERME DU TEMPLE;ECOLE MATERNELLE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;RIS-ORANGIS;0911025V;0911077B;LES FAUVETTES;ECOLE MATERNELLE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;COURCOURONNES;0911025V;0911796H;PAUL GAUGUIN;ECOLE MATERNELLE;REP;IEN RIS ORANGIS;ce.0911088N@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAVIGNY-SUR-ORGE;0910716J;0910716J;JEAN MERMOZ;COLLEGE;REP;;ce.0910716J@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAVIGNY-SUR-ORGE;0910716J;0910509J;SAINT-EXUPERY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAVIGNY/ORGE;ce.0911097Y@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAVIGNY-SUR-ORGE;0910716J;0911100B;JOHN KENNEDY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAVIGNY/ORGE;ce.0911097Y@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAVIGNY-SUR-ORGE;0910716J;0910532J;FR DE CHATEAUBRIAND;ECOLE MATERNELLE;REP;IEN SAVIGNY/ORGE;ce.0911097Y@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAVIGNY-SUR-ORGE;0910716J;0910533K;A. DE SAINT-EXUPERY;ECOLE MATERNELLE;REP;IEN SAVIGNY/ORGE;ce.0911097Y@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAVIGNY-SUR-ORGE;0910716J;0910534L;JOHN FITZGERALD KENNEDY;ECOLE MATERNELLE;REP;IEN SAVIGNY/ORGE;ce.0911097Y@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAVIGNY-SUR-ORGE;0910716J;0910694K;JEAN MERMOZ;ECOLE MATERNELLE;REP;IEN SAVIGNY/ORGE;ce.0911097Y@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0910678T;0910678T;JEAN MACE;COLLEGE;REP;;ce.0910678T@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0910678T;0910465L;JEAN MACE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0910678T;0910793T;YOURI GAGARINE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0910678T;0910567X;JEAN MACE;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0910678T;0910796W;YOURI GAGARINE;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0911042N;PAUL ELUARD;COLLEGE;REP;;ce.0911042N@ac-versailles.fr
VERSAILLES;91;ESSONNE;FLEURY-MEROGIS;0911042N;0910448T;PAUL LANGEVIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0910463J;JEAN JAURESE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0910464K;HIPPOLYTE COCHERIS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;FLEURY-MEROGIS;0911042N;0911195E;FREDERIC JOLIOT-CURIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0911201L;DENIS DIDEROT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0911299T;LOUIS PERGAUD;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;FLEURY-MEROGIS;0911042N;0912336V;ROBERT DESNOS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0910568Y;JOLIOT-CURIE;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;FLEURY-MEROGIS;0911042N;0910789N;LANGEVIN;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;FLEURY-MEROGIS;0911042N;0911064M;FREDERIC JOLIOT-CURIE;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0911173F;DENIS DIDEROT;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0911175H;FERNAND LEGER;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;SAINTE-GENEVIEVE-DES-BOIS;0911042N;0911347V;LOUIS PERGAUD;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;FLEURY-MEROGIS;0911042N;0911498J;ROBERT DESNOS;ECOLE MATERNELLE;REP;IEN SAINTE GENEVIEVE DES BOIS;ce.0912010R@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0910776Z;PAUL ELUARD;COLLEGE;REP;;ce.0910776Z@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0910214N;FREDERIC JOLIOT-CURIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DRAVEIL;ce.0912190L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0910691G;PAUL LANGEVIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DRAVEIL;ce.0912190L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0910700S;MARCEL PAGNOL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DRAVEIL;ce.0912190L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0910799Z;ROMAIN ROLLAND;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DRAVEIL;ce.0912190L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0910600H;FREDERIC JOLIOT-CURIE;ECOLE MATERNELLE;REP;IEN DRAVEIL;ce.0912190L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0910688D;PAUL LANGEVIN;ECOLE MATERNELLE;REP;IEN DRAVEIL;ce.0912190L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0910802C;ROMAIN ROLLAND;ECOLE MATERNELLE;REP;IEN DRAVEIL;ce.0912190L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIGNEUX-SUR-SEINE;0910776Z;0911172E;PAULINE KERGOMARD;ECOLE MATERNELLE;REP;IEN DRAVEIL;ce.0912190L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0910971L;LES SABLONS;COLLEGE;REP;;ce.0910971L@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0910244W;JOACHIM DU BELLAY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0910251D;RENE DESCARTES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0910801B;L'ERABLE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0910545Y;JOACHIM DU BELLAY;ECOLE MATERNELLE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0910548B;ALPHONSE DAUDET;ECOLE MATERNELLE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0910549C;J-P CLARIS-DE-FLORIAN;ECOLE MATERNELLE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0910804E;L'ERABLE;ECOLE MATERNELLE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0911216C;MINERVE;ECOLE MATERNELLE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910971L;0911306A;LES BLEUETS;ECOLE MATERNELLE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910056S;0910056S;OLIVIER DE SERRES;COLLEGE;REP;;ce.0910056S@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910056S;0910246Y;JULES VERNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910056S;0910247Z;RENE CASSIER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910056S;0910546Z;VICTOR HUGO;ECOLE MATERNELLE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;91;ESSONNE;VIRY-CHATILLON;0910056S;0910550D;CHARLES PEGUY;ECOLE MATERNELLE;REP;IEN VIRY CHATILLON;ce.0911438U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0921545E;ANDRE MALRAUX;COLLEGE;REP;;ce.0921545E@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0920174P;DESCARTES A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ASNIERES-SUR-SEINE;ce.0922531B@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0920299A;DESCARTES B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ASNIERES-SUR-SEINE;ce.0922531B@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0920938V;HENRI POINCARE A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ASNIERES-SUR-SEINE;ce.0922531B@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0920939W;HENRI POINCARE B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ASNIERES-SUR-SEINE;ce.0922531B@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0920446K;DESCARTES;ECOLE MATERNELLE;REP;IEN ASNIERES-SUR-SEINE;ce.0922531B@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0920940X;HENRI POINCARE;ECOLE MATERNELLE;REP;IEN ASNIERES-SUR-SEINE;ce.0922531B@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0920941Y;MOURINOUX;ECOLE MATERNELLE;REP;IEN ASNIERES-SUR-SEINE;ce.0922531B@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;ASNIERES-SUR-SEINE;0921545E;0922095C;ANNE FRANK;ECOLE MATERNELLE;REP;IEN ASNIERES-SUR-SEINE;ce.0922531B@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921168V;0921168V;ROMAIN ROLLAND;COLLEGE;REP;;ce.0921168V@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921168V;0920328G;MARCEL CACHIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921168V;0921808R;PAUL ELUARD;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921168V;0920477U;MARCEL CACHIN;ECOLE MATERNELLE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921168V;0922809D;PAUL ELUARD;ECOLE MATERNELLE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921631Y;0921631Y;HENRI BARBUSSE;COLLEGE;REP;;ce.0921631Y@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921631Y;0921642K;PAUL VAILLANT COUTURIER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921631Y;0921643L;MAURICE THOREZ;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921631Y;0920542P;PAUL VAILLANT COUTURIER;ECOLE MATERNELLE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921631Y;0921638F;MAURICE THOREZ;ECOLE MATERNELLE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921778H;0921778H;JOLIOT CURIE;COLLEGE;REP;;ce.0921778H@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921778H;0920233D;HENRI WALLON A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921778H;0920358P;HENRI WALLON B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921778H;0921807P;JOLIOT CURIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921778H;0920585L;JOLIOT CURIE;ECOLE MATERNELLE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;BAGNEUX;0921778H;0920619Y;HENRI WALLON;ECOLE MATERNELLE;REP;IEN BAGNEUX;ce.0922547U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CHATENAY-MALABRY;0921179G;0921179G;LEONARD DE VINCI;COLLEGE;REP;;ce.0921179G@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CHATENAY-MALABRY;0921179G;0920248V;LEONARD DE VINCI;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATENAY-MALABRY;ce.0922545S@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CHATENAY-MALABRY;0921179G;0920496P;SUZANNE BUISSON;ECOLE MATERNELLE;REP;IEN CHATENAY-MALABRY;ce.0922545S@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CHATENAY-MALABRY;0921180H;0921180H;MASARYK;COLLEGE;REP;;ce.0921180H@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CHATENAY-MALABRY;0921180H;0920244R;THOMAS MASARYK;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATENAY-MALABRY;ce.0922545S@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CHATENAY-MALABRY;0921180H;0921472A;JULES VERNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATENAY-MALABRY;ce.0922545S@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CHATENAY-MALABRY;0921180H;0920518N;JULES VERNE;ECOLE MATERNELLE;REP;IEN CHATENAY-MALABRY;ce.0922545S@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CHATENAY-MALABRY;0921180H;0920531C;THOMAS MASARYK;ECOLE MATERNELLE;REP;IEN CHATENAY-MALABRY;ce.0922545S@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLAMART;0920854D;0920854D;DES PETITS PONTS;COLLEGE;REP;;ce.0920854D@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLAMART;0920854D;0921806N;MARIA BRIGNOLE DE GALLIERA;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CLAMART;ce.0922182X@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLAMART;0920854D;0921944N;CHARLES DE GAULLE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CLAMART;ce.0922182X@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLAMART;0920854D;0922106P;SEDAR-SENGHOR;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CLAMART;ce.0922182X@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLAMART;0920854D;0920475S;MARIA BRIGNOLE DE GALLIERA;ECOLE MATERNELLE;REP;IEN CLAMART;ce.0922182X@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLAMART;0920854D;0920548W;LA PLAINE;ECOLE MATERNELLE;REP;IEN CLAMART;ce.0922182X@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLAMART;0920854D;0920550Y;ANNE FRANK;ECOLE MATERNELLE;REP;IEN CLAMART;ce.0922182X@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLAMART;0920854D;0920640W;CHARLES DE GAULLE;ECOLE MATERNELLE;REP;IEN CLAMART;ce.0922182X@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLICHY;0921623P;0921623P;JEAN JAURES;COLLEGE;REP;;ce.0921623P@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLICHY;0921623P;0921649T;JEAN JAURES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CLICHY;ce.0922532C@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLICHY;0921623P;0922634N;TOUSSAINT LOUVERTURE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CLICHY;ce.0922532C@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLICHY;0921623P;0920560J;JEAN JAURES;ECOLE MATERNELLE;REP;IEN CLICHY;ce.0922532C@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;CLICHY;0921623P;0922390Y;ANNIE FRATELLINI;ECOLE MATERNELLE;REP;IEN CLICHY;ce.0922532C@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0920592U;0920592U;MOULIN JOLY;COLLEGE;REP;;ce.0920592U@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0920592U;0920294V;MARCELLIN BERTHELOT A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN COLOMBES I;ce.0922534E@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0920592U;0920421H;MARCELLIN BERTHELOT B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN COLOMBES I;ce.0922534E@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0920592U;0920643Z;LA TOUR D'AUVERGNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN COLOMBES I;ce.0922534E@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0920592U;0920582H;MARCELLIN BERTHELOT;ECOLE MATERNELLE;REP;IEN COLOMBES I;ce.0922534E@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0920592U;0920642Y;LA TOUR D'AUVERGNE;ECOLE MATERNELLE;REP;IEN COLOMBES I;ce.0922534E@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0921160L;0921160L;JEAN-BAPTISTE CLEMENT;COLLEGE;REP;;ce.0921160L@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0921160L;0920229Z;JEAN-JACQUES ROUSSEAU;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN COLOMBES II;ce.0922537H@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0921160L;0921269E;LANGEVIN-WALLON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN COLOMBES II;ce.0922537H@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0921160L;0921611B;VICTOR HUGO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN COLOMBES II;ce.0922537H@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0921160L;0920468J;VICTOR HUGO;ECOLE MATERNELLE;REP;IEN COLOMBES II;ce.0922537H@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0921160L;0920573Y;JEAN-JACQUES ROUSSEAU;ECOLE MATERNELLE;REP;IEN COLOMBES II;ce.0922537H@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0921160L;0921478G;LANGEVIN-WALLON;ECOLE MATERNELLE;REP;IEN COLOMBES II;ce.0922537H@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;COLOMBES;0921160L;0921636D;CAMILLE CLAUDEL;ECOLE MATERNELLE;REP;IEN COLOMBES II;ce.0922537H@ac-versailles.fr
